r0,r1,r2,E
2.6,0.97,2.5958542769810307,-150.6262865
2.6,0.97,2.775049549107187,-150.626268
2.6,0.97,2.410681302621759,-150.6260918
2.6,0.97,2.9433553255900473,-150.6260781
1.6,0.97,2.50331465283146,-150.6258401
2.6,0.97,3.0968396240667455,-150.625758
2.6,0.97,2.2257000488350185,-150.6256352
1.7,0.97,2.6018146584207793,-150.6256033
2.6,0.97,3.2323457879094244,-150.625351
2.6,0.97,3.337798635052037,-150.6248995
2.6,0.97,2.0641948241008548,-150.6248584
2.6,0.97,3.4247945212346016,-150.6244458
2.6,0.97,3.4921536203331787,-150.6240325
2.6,0.97,1.9163983112394605,-150.6237189
1.7,0.97,0.7573003715285205,-150.6235238
1.3,0.97,0.33000000000000035,-150.6233129
1.9,0.97,1.2677261178841739,-150.6231317
2.6,0.97,1.7907158043625666,-150.6222192
1.6,0.97,0.6596327696473948,-150.6211155
2.1,0.97,1.2150291159530067,-150.6203027
2.2,0.97,1.2511779099472435,-150.6195274
2.0,0.97,1.2181111140405594,-150.6177056
2.1,0.97,1.1519799045189152,-150.6174593
2.0,0.97,1.1183920228501294,-150.6168518
1.9,0.97,1.0224019175138823,-150.6144985
2.0,0.97,1.0529336344190292,-150.6142543
1.8,0.97,1.1798579570926553,-150.6139269
1.9,0.97,1.1254554419619087,-150.6135215
1.8,0.97,1.03416885349261,-150.6134434
1.8,0.97,0.9272597506078456,-150.6114955
1.9,0.97,0.9540863569752591,-150.6098262
1.2,0.97,0.23000000000000037,-150.6091467
1.4,0.97,0.4299999999999998,-150.6083776
1.8,0.97,0.855507051193489,-150.6045078
1.5,0.97,0.5299999999999999,-150.5775428
1.0,0.97,1.7313288907452429,-150.5565638
1.0,0.97,0.6257372535723377,-150.5565485
1.0,0.97,0.7860172908268324,-150.5565432
1.0,0.97,1.8066479509083242,-150.5565327
1.0,0.97,1.633290173614863,-150.5564999
1.0,0.97,1.8682218523215461,-150.5564477
1.0,0.97,0.9403724113726685,-150.5564371
1.0,0.97,0.4608116134328283,-150.5564365
1.0,0.97,1.5202201982050156,-150.5563946
1.0,0.97,1.915581545360425,-150.556368
1.0,0.97,1.1018907426660463,-150.5563477
1.0,0.97,1.3931618714277245,-150.5563268
1.0,0.97,1.2532878954851128,-150.5563144
1.0,0.97,0.3095970904052591,-150.5562223
1.0,0.97,0.15743131596170074,-150.5559791
1.6,0.97,0.6300000000000003,-150.5433968
1.1,0.97,0.13000000000000053,-150.5428809
1.7,0.97,0.7299999999999998,-150.5247218
1.8,0.97,0.8300000000000002,-150.5159753
1.9,0.97,0.9299999999999997,-150.511837
2.0,0.97,1.03,-150.5098236
2.1,0.97,1.1300000000000001,-150.5087782
2.2,0.97,1.2300000000000004,-150.5081624
2.3,0.97,1.3299999999999998,-150.5077285
2.4,0.97,1.4300000000000002,-150.5073656
2.5,0.97,1.5300000000000002,-150.5070334
2.7,0.97,1.73,-150.5064382
2.8,0.97,1.8299999999999998,-150.506184
2.9,0.97,1.93,-150.5059629
